#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x #noun - child - chaste gluttonous
EVTDESC_RIP_11045_has_aztec_disease_sure;[From.GetTitledName] is worried that you have Syphilis. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] craint que vous n'ayez la syphilis. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] befürchtet, dass Ihr Syphilis habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;A [From.GetTitledName] le preocupa que tengas la Sífilis. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_aztec_disease_uncertain;[From.GetTitledName] reckons that you have Syphilis. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] croit que vous avez la syphilis. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] schätzt, dass Ihr Syphilis habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] considera que tienes la Sífilis. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_flu;[From.GetTitledName] is fairly sure you have the Flu. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a presque la certitude que vous avez la grippe. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich recht sicher, dass Ihr die Grippe habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está bastante segur[From.GetOA] que tienes la Gripe. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_flu_horse;[From.GetTitledName] thinks that you have the Flu. [From.GetSheHeCap] nags you to keep warm and insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense que vous avez la grippe. [From.GetIlElleCap] vous harcèle pour que vous restiez au chaud et insiste pour que vous suiviez ses instructions.;[From.GetTitledName] denkt, dass Ihr die Grippe habt und Euch deshalb eine warme Überwurfdecke besorgen solltet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] cree que tienes la Gripe. [From.GetTitledName] te da la lata para que te mantengas caliente e insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_flu_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you have the Flu. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous avez la grippe. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr die Grippe habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que tienes la Gripe. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_flu_sure;[From.GetTitledName] is sure you have the Flu. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a la conviction que vous avez la grippe. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich sicher, dass Ihr die Grippe habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está segur[From.GetOA] que tienes la Gripe. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_flu_uncertain;[From.GetTitledName] hesitantly suggests that you probably have the Flu. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suggère avec hésitation que vous avez probablement la grippe. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] weist zögerlich darauf hin, dass Ihr vermutlich die Grippe habt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] sugiere dudos[From.GetOA] que puede que tengas la Gripe. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_dysentery;[From.GetTitledName]s' best guess is that you are in the early stages of Dysentery. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suppose que vous êtes aux premiers stades de la dysenterie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] schätzt, dass Ihr Euch im Anfangsstadium der Ruhr befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;La suposición de [From.GetTitledName] es que estás en los primeros estadios de la Disentería. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_dysentery_horse;[From.GetTitledName]s' best guess is that you are in the early stages of Dysentery. [From.GetSheHeCap] is sorry you have the trots but insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suppose que vous êtes aux premiers stades de la dysenterie. [From.GetIlElleCap] se désole que vous deviez galoper pour vous rendre aux cabinets.;[From.GetTitledName] schätzt, dass Ihr Euch im Anfangsstadium der Ruhr befindet und redet Euch wie einem lahmen Ross zu. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;La suposición de [From.GetTitledName] es que estás en los primeros estadios de la Disentería. [From.GetElEllaCap] lamenta que tengas cagalera, pero insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_dysentery_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you are in the early stages of Dysentery. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous êtes aux premiers stades de la dysenterie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr Euch im Anfangsstadium der Ruhr befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de estás en los primeros estadios de la Disentería. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_dysentery_sure;[From.GetTitledName]s' educated guess is that you are in the early stages of Dysentery. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] émet comme supposition éclairée que vous êtes aux premiers stades de la dysenterie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] stellt die begründete Vermutung an, dass Ihr Euch im Anfangsstadium der Ruhr befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;La suposición bien fundada de [From.GetTitledName] es que estás en los primeros estadios de la Disentería. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_dysentery_uncertain;[From.GetTitledName] reckons that you are in the early stages of Dysentery. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] croit que vous êtes aux premiers stades de la dysenterie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] schätzt, dass Ihr Euch im Anfangsstadium der Ruhr befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] considera que estás en los primeros estadios de la Disentería. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_gout;[From.GetTitledName] guess is that you are in the early stages of Gout. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suppose que vous êtes aux premiers stades de la goutte. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] vermutet, dass Ihr Euch im Anfangsstadium der Gicht befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] supone que estás en los primeros estadios de la Gota. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_gout_horse;[From.GetTitledName] enters the room with a long face. [From.GetSheHeCap] fears you are in the early stages of Gout, a condition that can cause lameness. [From.GetSheHeCap] promises to make it quick when the time comes, before insisting that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] entre en tirant la tête. [From.GetIlElleCap] craint que vous ne soyez aux premiers stages de la goutte, un état qui peut vous faire boiter. [From.GetIlElleCap] promet de vous faire récupérer votre vitesse de course, avant d'insister pour que vous suiviez ses instructions.;[From.GetTitledName] betritt den Raum und macht ein langes Gesicht. [From.GetSheHeCap] befürchtet, dass Ihr Euch im Frühstadium der Gicht befindet, einer Krankheit, die zur Lahmheit führen kann. [From.GetSheHeCap] verspricht, es kurz und schmerzlos zu machen, sollte Eure Zeit gekommen sein, gibt Euch aber bis dahin Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] entra en la sala con una cara larga. [From.GetElEllaCap] teme que estés en los primeros estadios de la Gota, una dolencia que puede causar cojera. [From.GetElEllaCap] promete que cuando llegue el momento será rápido, antes de insistir que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_gout_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you are in the early stages of Gout. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous êtes aux premiers stades de la goutte. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr Euch im Anfangsstadium der Gicht befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de estás en los primeros estadios de la Gota. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_gout_sure;[From.GetTitledName] educated guess is that you are in the early stages of Gout. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] émet comme supposition éclairée que vous êtes aux premiers stades de la goutte. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] stellt die begründete Vermutung an, dass Ihr Euch im Anfangsstadium der Gicht befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;La suposición bien fundada de [From.GetTitledName] es que estás en los primeros estadios de la Gota. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_gout_uncertain;[From.GetTitledName] reckons that you are in the early stages of Gout. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] croit que vous êtes aux premiers stades de la goutte. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] schätzt, dass Ihr Euch im Anfangsstadium der Gicht befindet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] considera que estás en los primeros estadios de la Gota. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_food_poisoning;[From.GetTitledName] suggests you follow [From.GetHerHis] instructions to combat the Food Poisoning you could well be suffering from.;[From.Get_Le_TitledName] suggère que vous suiviez ses instructions pour combattre l'intoxication alimentaire dont vous pourriez souffrir.;[From.GetTitledName] gibt Euch Anweisungen, die Ihr befolgen solltet, um die Lebensmittelvergiftung zu bekämpfen, an der Ihr wohl leiden könntet.;;[From.GetTitledName] sugiere que sigas sus instrucciones para luchar contra la Intoxicación alimentaria que seguramente estés sufriendo.;;;;;;;;;x
EVTDESC_RIP_11045_food_poisoning_horse;[From.GetTitledName] suggests that you are saddled with Food Poisoning. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suggère que vous subissez une intoxication alimentaire. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] nimmt an, dass Ihr an einer Lebensmittelvergiftung leidet. Um Euch im Sattel zu halten, gibt [From.GetSheHe] Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] sugiere que te afecta una Intoxicación alimentaria. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_food_poisoning_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you have Food Poisoning. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous faites une intoxication alimentaire. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr an einer Lebensmittelvergiftung leidet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que tienes una Intoxicación alimentaria. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_food_poisoning_sure;[From.GetTitledName] suggests you follow [From.GetHerHis] instructions to combat the Food Poisoning you most likely suffer from.;[From.Get_Le_TitledName] suggère que vous suiviez ses instructions pour combattre l'intoxication alimentaire dont vous souffrez probablement.;[From.GetTitledName] gibt Euch Anweisungen, die Ihr befolgen solltet, um die Lebensmittelvergiftung zu bekämpfen, an der Ihr höchstwahrscheinlich leidet.;;[From.GetTitledName] sugiere que sigas sus instrucciones para luchar contra la Intoxicación alimentaria que puedes estar sufriendo.;;;;;;;;;x
EVTDESC_RIP_11045_food_poisoning_uncertain;[From.GetTitledName] hesitantly suggests that you follow [From.GetHerHis] instructions to combat the Food Poisoning you might suffer from.;[From.Get_Le_TitledName] suggère que vous suiviez ses instructions pour combattre l'intoxication alimentaire dont vous pourriez souffrir.;[From.GetTitledName] gibt Euch Anweisungen und weist zögerlich darauf hin, diese zu befolgen, um die Lebensmittelvergiftung zu bekämpfen, an der Ihr leiden könntet.;;[From.GetTitledName] sugiere dudos[From.GetOA] que sigas sus instrucciones para luchar contra la Intoxicación alimentaria que puedes estar sufriendo.;;;;;;;;;x
EVTDESC_RIP_11045_rabies;[From.GetTitledName] thinks it's quite likely you have Rabies. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense qu'il est assez probable que vous ayez la rage. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] hält es für recht wahrscheinlich, dass Ihr an Tollwut leidet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] cree que es bastante probable que tengas la Rabia. Insiste que sigas sus instrucciones.;;;;;;;;;x
